"ID","degree","betweenness","constraint","transitivity","density","k_core_max","strength_close","strength_freq","log_degree","log_constraint","strength_close_norm","strength_freq_norm"
"62",9,0.24537037037037,0.367794994541026,0.76,0.644444444444444,5,27,42,2.19722457733622,-1.00022957609151,3,4.66666666666667
"63",8,0.892857142857143,0.2421875,0.264705882352941,0.305555555555556,2,14,33,2.07944154167984,-1.41804305943447,1.75,4.125
"64",10,0.755555555555556,0.268888888888889,0.452054794520548,0.345454545454545,3,27,43,2.30258509299405,-1.31345703716762,2.7,4.3
"65",10,0.45,0.310683616780045,0.6,0.472727272727273,4,24,40,2.30258509299405,-1.16898019400223,2.4,4
"66",14,0.798534798534798,0.202949263038549,0.46,0.285714285714286,4,40,59,2.63905732961526,-1.5947992669502,2.85714285714286,4.21428571428571
"67",20,0.306491228070175,0.1795140608639,0.797136038186158,0.509523809523809,12,43,85,2.99573227355399,-1.71750174061809,2.15,4.25
"68",11,0.8,0.231749311294766,0.397590361445783,0.303030303030303,3,29,46,2.39789527279837,-1.46209904629996,2.63636363636364,4.18181818181818
"69",15,0.595238095238095,0.20602025069287,0.5390625,0.35,5,41,63,2.70805020110221,-1.57978081068979,2.73333333333333,4.2
"7",3,0,0.925925925925926,1,1,3,9,15,1.09861228866811,-0.0769610411361282,3,5
"70",8,0.577380952380952,0.322048611111111,0.532258064516129,0.444444444444444,3,18,32,2.07944154167984,-1.1330527786484,2.25,4
"72",22,0.733044733044733,0.140088575145393,0.485776805251641,0.245059288537549,6,57,100,3.09104245335832,-1.96548037682025,2.59090909090909,4.54545454545455
"73",5,0.7,0.413333333333333,0.631578947368421,0.533333333333333,3,10,21,1.6094379124341,-0.883500909051164,2,4.2
"74",22,0.854617604617605,0.122719811753903,0.329376854599407,0.185770750988142,4,51,76,3.09104245335832,-2.09785147531236,2.31818181818182,3.45454545454545
"75",12,0.492424242424242,0.25431482553155,0.857142857142857,0.538461538461538,8,30,51,2.484906649788,-1.36918230887649,2.5,4.25
"76",17,0.557843137254902,0.188994870279266,0.56,0.34640522875817,6,36,74,2.83321334405622,-1.66603540567037,2.11764705882353,4.35294117647059
"77",9,0.777777777777778,0.266718106995885,0.46551724137931,0.355555555555556,3,24,36,2.19722457733622,-1.3215629573508,2.66666666666667,4
"78",6,0.8,0.314814814814815,0.5,0.428571428571429,3,11,26,1.79175946922805,-1.15577070250806,1.83333333333333,4.33333333333333
"79",19,0.701364522417154,0.166515764662282,0.537084398976982,0.289473684210526,6,37,77,2.94443897916644,-1.79266529138741,1.94736842105263,4.05263157894737
"8",6,0.488888888888889,0.431520061728395,0.648648648648649,0.571428571428571,3,13,24,1.79175946922805,-0.840441276541981,2.16666666666667,4
"80",14,0.857142857142857,0.178535997732426,0.317073170731707,0.238095238095238,3,38,62,2.63905732961526,-1.72296503012592,2.71428571428571,4.42857142857143
"81",8,0.821428571428571,0.286458333333333,0.439024390243902,0.361111111111111,3,22,38,2.07944154167984,-1.25016218679531,2.75,4.75
"82",30,0.861302681992337,0.0988017069790879,0.306709265175719,0.156989247311828,4,76,107,3.40119738166216,-2.31464039726129,2.53333333333333,3.56666666666667
"83",17,0.685294117647059,0.182889994232987,0.543624161073825,0.313725490196078,5,49,83,2.83321334405622,-1.69887043129834,2.88235294117647,4.88235294117647
"84",11,0.657575757575758,0.223361115796181,0.558139534883721,0.378787878787879,4,31,49,2.39789527279837,-1.49896546391478,2.81818181818182,4.45454545454545
"85",11,0.918181818181818,0.169880624426079,0.1875,0.227272727272727,2,25,48,2.39789527279837,-1.77265929785464,2.27272727272727,4.36363636363636
"86",12,0.833333333333333,0.212384259259259,0.466019417475728,0.294871794871795,4,31,54,2.484906649788,-1.54935810130943,2.58333333333333,4.5
"87",27,0.87369420702754,0.0958889942579684,0.2375,0.142857142857143,4,45,101,3.29583686600433,-2.34456406636912,1.66666666666667,3.74074074074074
"88",13,0.854700854700855,0.169667981591059,0.384615384615385,0.252747252747253,4,31,55,2.56494935746154,-1.77391180108422,2.38461538461538,4.23076923076923
"89",13,0.495726495726496,0.2539059292356,0.605504587155963,0.428571428571429,5,33,50,2.56494935746154,-1.37079143790298,2.53846153846154,3.84615384615385
"9",5,0.0666666666666667,0.626955555555555,0.866666666666667,0.866666666666667,4,14,25,1.6094379124341,-0.466879625143036,2.8,5
"90",20,0.266535087719298,0.182101699544485,0.681286549707602,0.466666666666667,8,52,89,2.99573227355399,-1.70318995926365,2.6,4.45
"91",16,0.659722222222222,0.193232964409722,0.468,0.301470588235294,4,22,67,2.77258872223978,-1.64385874851948,1.375,4.1875
"92",11,0.636363636363636,0.239138544536272,0.47787610619469,0.348484848484849,4,28,48,2.39789527279837,-1.43071221075046,2.54545454545455,4.36363636363636
"93",9,0.777777777777778,0.289437585733882,0.436363636363636,0.355555555555556,3,23,40,2.19722457733622,-1.23981559853259,2.55555555555556,4.44444444444444
"94",8,0.678571428571429,0.334526909722222,0.489795918367347,0.416666666666667,3,24,34,2.07944154167984,-1.09503795504952,3,4.25
"95",5,0.6,0.513333333333333,0.714285714285714,0.6,3,14,23,1.6094379124341,-0.666829872242572,2.8,4.6
"96",19,0.666666666666667,0.158143431887991,0.46524064171123,0.268421052631579,5,47,76,2.94443897916644,-1.84425286099401,2.47368421052632,4
"97",10,0.933333333333333,0.153333333333333,0.222222222222222,0.236363636363636,3,26,42,2.30258509299405,-1.87514107816711,2.6,4.2
"98",12,0.815656565656566,0.206965663580247,0.39,0.282051282051282,3,34,58,2.484906649788,-1.57520237589971,2.83333333333333,4.83333333333333
"99",8,0.0291666666666667,0.433621231044501,0.9,0.888888888888889,6,19,39,2.07944154167984,-0.8355838654694,2.375,4.875
